countryname,Active,Closed,Dropped,Pipeline
Socialist Republic of Vietnam,False,True,False,False
Republic of Togo,False,True,False,False
Republic of Malawi,False,True,False,False
Mongolia,False,True,False,False
Islamic Republic of Pakistan,True,False,False,False
Republic of Guinea,True,False,False,False
Islamic Republic of Pakistan,True,False,False,False
Georgia,False,True,False,False
Republic of Rwanda,False,True,False,False
Republic of Moldova,False,True,False,False
Burkina Faso,False,True,False,False
Republic of India,True,False,False,False
United Republic of Tanzania,False,True,False,False
Georgia,True,False,False,False
People's Republic of China,True,False,False,False
Democratic Socialist Republic of Sri Lan,True,False,False,False
Republic of Mozambique,False,True,False,False
Republic of Benin,False,True,False,False
Republic of Moldova,False,True,False,False
Republic of India,True,False,False,False
Republic of Chile,False,True,False,False
United Mexican States,False,True,False,False
Republic of Kenya,False,True,False,False
Kyrgyz Republic,False,True,False,False
Commonwealth of The Bahamas,False,True,False,False
Lao People's Democratic Republic,True,False,False,False
Republic of Colombia,False,True,False,False
Republic of Burundi,False,True,False,False
Kyrgyz Republic,True,False,False,False
Republic of India,False,True,False,False
West Bank and Gaza,True,False,False,False
Federative Republic of Brazil,True,False,False,False
Federal Republic of Nigeria,True,False,False,False
West Bank and Gaza,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Federative Republic of Brazil,False,True,False,False
West Bank and Gaza,False,True,False,False
Africa,False,True,False,False
United Mexican States,False,True,False,False
Republic of Azerbaijan,False,True,False,False
Republic of Rwanda,True,False,False,False
Republic of India,False,True,False,False
Republic of Uganda,False,True,False,False
People's Republic of China,True,False,False,False
Republic of Zambia,True,False,False,False
Republic of Kenya,False,True,False,False
Republic of Congo,False,True,False,False
Republic of the Philippines,False,True,False,False
People's Republic of China,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Niger,False,True,False,False
Republic of Armenia,False,True,False,False
Republic of Tajikistan,False,True,False,False
Nepal,False,True,False,False
Republic of Guinea,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Republic of Tajikistan,False,True,False,False
Republic of Armenia,False,True,False,False
Republic of Armenia,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Mongolia,False,True,False,False
Republic of Moldova,False,True,False,False
People's Republic of China,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Kingdom of Bhutan,False,True,False,False
United Mexican States,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Federative Republic of Brazil,True,False,False,False
Republic of Liberia,False,True,False,False
Federative Republic of Brazil,True,False,False,False
Republic of Sierra Leone,False,True,False,False
Republic of Rwanda,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Liberia,False,True,False,False
Montenegro,True,False,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Republic of Tajikistan,False,True,False,False
Republic of Cabo Verde,False,True,False,False
Republic of Trinidad and Tobago,False,True,False,False
Republic of Niger,True,False,False,False
Republic of Indonesia,True,False,False,False
Africa,False,True,False,False
Republic of Nicaragua,True,False,False,False
Kyrgyz Republic,False,True,False,False
Republic of Albania,False,True,False,False
Republic of South Sudan,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Honduras,False,True,False,False
Republic of the Philippines,False,True,False,False
Dominican Republic,False,True,False,False
Republic of Rwanda,False,True,False,False
Republic of Liberia,True,False,False,False
Republic of India,True,False,False,False
Republic of India,True,False,False,False
People's Republic of China,False,True,False,False
Republic of Sierra Leone,True,False,False,False
Burkina Faso,True,False,False,False
Republic of Togo,False,True,False,False
Republic of Mali,False,True,False,False
Republic of Togo,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Albania,True,False,False,False
Federative Republic of Brazil,True,False,False,False
Republic of Kenya,True,False,False,False
Republic of Congo,False,True,False,False
Republic of India,True,False,False,False
Republic of India,True,False,False,False
Romania,False,True,False,False
Republic of Benin,False,True,False,False
United Republic of Tanzania,True,False,False,False
Nepal,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Socialist Republic of Vietnam,True,False,False,False
Republic of Burundi,False,True,False,False
Republic of India,True,False,False,False
Republic of Cameroon,True,False,False,False
Republic of Liberia,False,True,False,False
Socialist People's Libyan Arab Jamahiriy,True,False,False,False
Republic of Paraguay,False,True,False,False
Republic of Nicaragua,False,True,False,False
Republic of El Salvador,True,False,False,False
Republic of Kiribati,True,False,False,False
Kingdom of Tonga,True,False,False,False
Tuvalu,True,False,False,False
Islamic  Republic of Afghanistan,True,False,False,False
Oriental Republic of Uruguay,False,True,False,False
Republic of Moldova,False,True,False,False
Republic of Colombia,False,True,False,False
Republic of Honduras,False,True,False,False
Oriental Republic of Uruguay,False,True,False,False
Republic of Honduras,False,True,False,False
Federative Republic of Brazil,True,False,False,False
Republic of the Philippines,False,True,False,False
United Mexican States,False,True,False,False
Republic of Haiti,True,False,False,False
Republic of Haiti,True,False,False,False
Republic of Haiti,True,False,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Democratic Socialist Republic of Sri Lan,True,False,False,False
Middle East and North Africa,False,True,False,False
Republic of Rwanda,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Peru,False,True,False,False
Lao People's Democratic Republic,False,True,False,False
Federal Republic of Nigeria,True,False,False,False
Republic of Serbia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Turkey,False,True,False,False
Kingdom of Tonga,False,True,False,False
Kingdom of Morocco,False,True,False,False
Oriental Republic of Uruguay,True,False,False,False
Dominican Republic,False,True,False,False
Dominican Republic,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Cameroon,False,True,False,False
Kingdom of Lesotho,True,False,False,False
Kingdom of Lesotho,True,False,False,False
Western Balkans,False,True,False,False
Macedonia,False,True,False,False
Republic of Mozambique,False,True,False,False
Republic of Zimbabwe,False,True,False,False
Burkina Faso,True,False,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Sierra Leone,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
People's Republic of Bangladesh,True,False,False,False
Republic of South Africa,True,False,False,False
Republic of Azerbaijan,True,False,False,False
People's Republic of China,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
World,False,True,False,False
Oriental Republic of Uruguay,False,True,False,False
Republic of Armenia,False,True,False,False
Pacific Islands,False,True,False,False
Samoa,False,True,False,False
Democratic Republic of the Congo,False,True,False,False
The Independent State of Papua New Guine,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of Panama,True,False,False,False
Republic of Liberia,False,True,False,False
Republic of Mozambique,False,True,False,False
Nepal,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Czech Republic,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Guinea-Bissau,False,True,False,False
Republic of India,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Republic of India,True,False,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Poland,True,False,False,False
Republic of Uganda,False,True,False,False
Republic of Nicaragua,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Zimbabwe,True,False,False,False
Republic of Zimbabwe,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Namibia,True,False,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Mozambique,False,True,False,False
Republic of Mozambique,True,False,False,False
